"","idiom_id","doc_id","doc_name","left_context","idiom_found","right_context","idiom_lemma","pos","pos_head","xml_id","with_verb","verb","amountofnouns","id","doc_type","doc_type_name","sentenceid","most_common_lemma","idiom_length_orig","idiom_length_this"
"22610",80,"WR-P-P-G-0000712821","No title available."," : "" Hier is duidelijk","van een mug een olifant"," gemaakt . Met veel schade","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","p.8.s.1.w.38 p.8.s.1.w.39 p.8.s.1.w.40 p.8.s.1.w.41 p.8.s.1.w.42",0,"",2,22256,"WR-P-P-G","newspapers","WR-P-P-G-0000712821-p.8.s.1","van een mug een olifant",5,5
"22616",80,"WR-P-P-G-0000100086","'Ik ben geen monster of extremist'"," nikaab rondlopen . Ze maken","van een mug een olifant"," . Maar zelfs als dat","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","p.14.s.10.w.3 p.14.s.10.w.4 p.14.s.10.w.5 p.14.s.10.w.6 p.14.s.10.w.7",0,"",2,22262,"WR-P-P-G","newspapers","WR-P-P-G-0000100086-p.14.s.10","van een mug een olifant",5,5
"22537",80,"WR-P-E-G-0000010890","Peggy sue got married"," bed . - Je maakt","van een mug een olifant"," . Probeer niet zo snel","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","p.231.s.2.w.4 p.231.s.2.w.5 p.231.s.2.w.6 p.231.s.2.w.7 p.231.s.2.w.8",0,"",2,22183,"WR-P-E-G","subtitles","WR-P-E-G-0000010890-p.231.s.2","van een mug een olifant",5,5
"22561",80,"WR-P-E-A-0000153137","Re: Familiefeesten"," : ( k maak weer","van ne mug ne olifant"," : p ","van een mug een olifant","VZ(init) LID(onbep,dial) N(soort,ev,basis,zijd,stan) LID(onbep,dial) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","p.8.s.1.w.4 p.8.s.1.w.5 p.8.s.1.w.6 p.8.s.1.w.7 p.8.s.1.w.8",0,"",2,22207,"WR-P-E-A","discussion lists","WR-P-E-A-0000153137-p.8.s.1","van een mug een olifant",5,5
"22617",80,"WR-U-E-A-0000104002","Unspecified"," wrm maakt iedereen hier vandaag","van een mug een olifant"," ? : / neen smurf","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","text.1.event.14264.s.1.w.6 text.1.event.14264.s.1.w.7 text.1.event.14264.s.1.w.8 text.1.event.14264.s.1.w.9 text.1.event.14264.s.1.w.10",0,"",2,22263,"WR-U-E-A","chats","WR-U-E-A-0000104002-text.1.event.14264.s.1","van een mug een olifant",5,5
"22580",80,"WR-P-E-A-0000145051","Re: Zelfverminking"," besef gekomen dat ik meestal","van een mug een olifant"," maak , en dan nóg","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","p.4.s.5.w.13 p.4.s.5.w.14 p.4.s.5.w.15 p.4.s.5.w.16 p.4.s.5.w.17",0,"",2,22226,"WR-P-E-A","discussion lists","WR-P-E-A-0000145051-p.4.s.5","van een mug een olifant",5,5
"22595",80,"WR-P-E-L-0000000113","Unspecified"," het fijn vinden als je","van een mug een olifant"," kon maken ? Pennestreken -","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","text.1.event.378.s.1.w.14 text.1.event.378.s.1.w.15 text.1.event.378.s.1.w.16 text.1.event.378.s.1.w.17 text.1.event.378.s.1.w.18",0,"",2,22241,"WR-P-E-L","tweets","WR-P-E-L-0000000113-text.1.event.378.s.1","van een mug een olifant",5,5
"22540",80,"WR-P-E-G-0000006387","Subtitles for Thuis 742"," op neer . Je maakt","van een mug een olifant"," . Luister eens .. Toen","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","p.27.s.1.w.3 p.27.s.1.w.4 p.27.s.1.w.5 p.27.s.1.w.6 p.27.s.1.w.7",0,"",2,22186,"WR-P-E-G","subtitles","WR-P-E-G-0000006387-p.27.s.1","van een mug een olifant",5,5
"22556",80,"WR-P-E-A-0000475634","Belgiciste Marie Claire Houard blijkt gewone dievegge ?"," de hypocrieten hier moeten weer","van een mug een olifant"," maken eigen criminaliteit eerst ?","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","p.9.s.1.w.7 p.9.s.1.w.8 p.9.s.1.w.9 p.9.s.1.w.10 p.9.s.1.w.11",0,"",2,22202,"WR-P-E-A","discussion lists","WR-P-E-A-0000475634-p.9.s.1","van een mug een olifant",5,5
"22614",80,"WR-P-P-G-0000070262","Stellingen"," genetische manipulatie mogelijk is om","van een mug een olifant"," te maken , wordt overdrijven","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","p.3.s.1.w.9 p.3.s.1.w.10 p.3.s.1.w.11 p.3.s.1.w.12 p.3.s.1.w.13",0,"",2,22260,"WR-P-P-G","newspapers","WR-P-P-G-0000070262-p.3.s.1","van een mug een olifant",5,5
"22551",80,"WR-P-E-A-0000172540","Unspecified"," sensatie , die maken altij","van een mug nen olifant"," lijk bij die straatracen of","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,dial) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","p.1.s.1.w.37 p.1.s.1.w.38 p.1.s.1.w.39 p.1.s.1.w.40 p.1.s.1.w.41",0,"",2,22197,"WR-P-E-A","discussion lists","WR-P-E-A-0000172540-p.1.s.1","van een mug een olifant",5,5
"22608",80,"WR-P-P-G-0000185028","Allemaal milieufundamentalisten"," stond . Sommige kranten maakten","van een mug een olifant"," en transformeerden de jaarlijkse verscherpte","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","p.3.s.3.w.4 p.3.s.3.w.5 p.3.s.3.w.6 p.3.s.3.w.7 p.3.s.3.w.8",0,"",2,22254,"WR-P-P-G","newspapers","WR-P-P-G-0000185028-p.3.s.3","van een mug een olifant",5,5
"22592",80,"WR-P-P-G-0000149677","Het Nederlands is een prachtige en eigenaardige taal"," geworden . Alweer maakt men","van een mug een olifant"," . De regels van het","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","p.2.s.1.w.4 p.2.s.1.w.5 p.2.s.1.w.6 p.2.s.1.w.7 p.2.s.1.w.8",0,"",2,22238,"WR-P-P-G","newspapers","WR-P-P-G-0000149677-p.2.s.1","van een mug een olifant",5,5
"22563",80,"WR-P-E-A-0004853922","Heel herkenbaar"," vraagt . Jokt . Maakt","van een mug een olifant"," ... Heeft geen of weinig","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","p.4.s.3.w.2 p.4.s.3.w.3 p.4.s.3.w.4 p.4.s.3.w.5 p.4.s.3.w.6",0,"",2,22209,"WR-P-E-A","discussion lists","WR-P-E-A-0004853922-p.4.s.3","van een mug een olifant",5,5
"22550",80,"WR-P-E-A-0000373366","bejaarden anorexia"," anorexia Ik denk dat je","van een mug een olifant"," maakt . Vergelijk die bejaardenzorg","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","p.1.s.1.w.5 p.1.s.1.w.6 p.1.s.1.w.7 p.1.s.1.w.8 p.1.s.1.w.9",0,"",2,22196,"WR-P-E-A","discussion lists","WR-P-E-A-0000373366-p.1.s.1","van een mug een olifant",5,5
"22584",80,"WR-P-P-B-0000000055","Een robuuste kerk"," mensen die de neiging hebben","van een mug een olifant"," te maken , vooral als","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","p.729.s.4.w.9 p.729.s.4.w.10 p.729.s.4.w.11 p.729.s.4.w.12 p.729.s.4.w.13",0,"",2,22230,"WR-P-P-B","books","WR-P-P-B-0000000055-p.729.s.4","van een mug een olifant",5,5
"22586",80,"WR-P-E-L-0000000416","Unspecified"," weer zo´n zondag . Wie","van een mug een olifant"," maakt wordt niet meer geprikt","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","text.1.event.1128.s.1.w.2 text.1.event.1128.s.1.w.3 text.1.event.1128.s.1.w.4 text.1.event.1128.s.1.w.5 text.1.event.1128.s.1.w.6",0,"",2,22232,"WR-P-E-L","tweets","WR-P-E-L-0000000416-text.1.event.1128.s.1","van een mug een olifant",5,5
"22575",80,"WR-P-E-A-0000631164","Moslims eisen verwijdering kunst"," eisen verwijdering kunst Wie maakt","van een mug een olifant"," ? Het is niet omdat","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","p.1.s.1.w.3 p.1.s.1.w.4 p.1.s.1.w.5 p.1.s.1.w.6 p.1.s.1.w.7",0,"",2,22221,"WR-P-E-A","discussion lists","WR-P-E-A-0000631164-p.1.s.1","van een mug een olifant",5,5
"22600",80,"WR-P-E-J-0000025310","Muggen"," die muggen betreffen , zoals","van een mug een olifant"," maken en muggenziften . Mug","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","p.3.s.63.w.11 p.3.s.63.w.12 p.3.s.63.w.13 p.3.s.63.w.14 p.3.s.63.w.15",0,"",2,22246,"WR-P-E-J","wikipedia","WR-P-E-J-0000025310-p.3.s.63","van een mug een olifant",5,5
"22587",80,"WR-P-E-L-0000000586","Unspecified"," kanon op een mug ...","van een mug een olifant"," maakt . jaja ... #vroegopgestaan","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","text.1.event.442.s.1.w.11 text.1.event.442.s.1.w.12 text.1.event.442.s.1.w.13 text.1.event.442.s.1.w.14 text.1.event.442.s.1.w.15",0,"",2,22233,"WR-P-E-L","tweets","WR-P-E-L-0000000586-text.1.event.442.s.1","van een mug een olifant",5,5
"22538",80,"WR-P-E-G-0000006784","Subtitles for Thuis 1670"," ander ... Zo'n kind maakt","van een mug een olifant"," . Je kent dat .","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","p.76.s.1.w.13 p.76.s.1.w.14 p.76.s.1.w.15 p.76.s.1.w.16 p.76.s.1.w.17",0,"",2,22184,"WR-P-E-G","subtitles","WR-P-E-G-0000006784-p.76.s.1","van een mug een olifant",5,5
"22606",80,"WR-P-P-G-0000292887","Ruziënde buren krijgen werkstraf"," H. was dronken en maakte","van een mug een olifant"," . En ik heb daar","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","p.2.s.14.w.6 p.2.s.14.w.7 p.2.s.14.w.8 p.2.s.14.w.9 p.2.s.14.w.10",0,"",2,22252,"WR-P-P-G","newspapers","WR-P-P-G-0000292887-p.2.s.14","van een mug een olifant",5,5
"22566",80,"WR-P-E-A-0000035556","Unspecified"," het andere nieuws maken ze","van een mug een olifant"," .. ","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","p.4.s.1.w.40 p.4.s.1.w.41 p.4.s.1.w.42 p.4.s.1.w.43 p.4.s.1.w.44",0,"",2,22212,"WR-P-E-A","discussion lists","WR-P-E-A-0000035556-p.4.s.1","van een mug een olifant",5,5
"22609",80,"WR-P-P-G-0000069805","Twee jaar vuile was"," betalen . Zo maken lezers","van een mug een olifant"," en grootouders helpen daar een","van een mug een olifant","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)","VZ LID N LID N","p.2.s.1.w.4 p.2.s.1.w.5 p.2.s.1.w.6 p.2.s.1.w.7 p.2.s.1.w.8",0,"",2,22255,"WR-P-P-G","newspapers","WR-P-P-G-0000069805-p.2.s.1","van een mug een olifant",5,5
"22627",81,"WR-P-E-A-0000393399","Sociaal-democratie/sp.a rood"," socialistische politici , niet de","luis in de pels"," maar het mes in de","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.9.s.1.w.25 p.9.s.1.w.26 p.9.s.1.w.27 p.9.s.1.w.28",0,"",2,22273,"WR-P-E-A","discussion lists","WR-P-E-A-0000393399-p.9.s.1","luis in de pels",4,4
"22818",81,"WR-P-P-G-0000267778","Correct denken"," uitdelen . Zinzen wil een","luis in de pels"," blijven van de politieke en","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.2.s.4.w.4 p.2.s.4.w.5 p.2.s.4.w.6 p.2.s.4.w.7",0,"",2,22464,"WR-P-P-G","newspapers","WR-P-P-G-0000267778-p.2.s.4","luis in de pels",4,4
"22705",81,"WR-P-P-H-0000066497","Een luis in de pels","Een","luis in de pels"," Actiegroep Na zeven jaar strijd","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","head.1.s.1.w.2 head.1.s.1.w.3 head.1.s.1.w.4 head.1.s.1.w.5",0,"",2,22351,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000066497-head.1.s.1","luis in de pels",4,4
"22633",81,"WR-P-E-A-0000789773","Vaarwel"," Ik zit vaak als een","luis in je pels"," de acceptatie voor mij zit","luis in je pels","N(soort,ev,basis,zijd,stan) VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)","N VZ VNW N","p.15.s.1.w.6 p.15.s.1.w.7 p.15.s.1.w.8 p.15.s.1.w.9",0,"",2,22279,"WR-P-E-A","discussion lists","WR-P-E-A-0000789773-p.15.s.1","luis in de pels",4,4
"22835",81,"WS-U-E-A-0000085674","Lijst Dedecker legt partijprogramma vast"," . LDD noemt zichzelf de","luis in de pels"," van het establishment . De","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.1.s.7.w.5 p.1.s.7.w.6 p.1.s.7.w.7 p.1.s.7.w.8",0,"",2,22481,"WS-U-E-A","auto cues","WS-U-E-A-0000085674-p.1.s.7","luis in de pels",4,4
"22768",81,"WR-P-P-G-0000286537","«Toch zou pa trots op mij zijn»"," gedroeg Cordier zich als een","luis in de pels"," van Goossens . Tot beide","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.3.s.5.w.7 p.3.s.5.w.8 p.3.s.5.w.9 p.3.s.5.w.10",0,"",2,22414,"WR-P-P-G","newspapers","WR-P-P-G-0000286537-p.3.s.5","luis in de pels",4,4
"22767",81,"WR-P-P-G-0000093697","Het CDA is weer op zoek naar een sociaal gezicht... ...wil praten over de hypotheekrente... ...en tikt de partijtop op de vingers"," die al sinds jaren een","luis in de pels"," is van het CDA .","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.5.s.2.w.21 p.5.s.2.w.22 p.5.s.2.w.23 p.5.s.2.w.24",0,"",2,22413,"WR-P-P-G","newspapers","WR-P-P-G-0000093697-p.5.s.2","luis in de pels",4,4
"22624",81,"WR-P-E-C-0000015346","Medianieuws uit de woensdagse kranten"," . Metro meldt dat de","luis in de Republikeinse pels"," Michael Moore op de perstribune","luis in de republikeins pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) ADJ(prenom,basis,met-e,stan) N(soort,ev,basis,zijd,stan)","N VZ LID ADJ N","p.5.s.1.w.5 p.5.s.1.w.6 p.5.s.1.w.7 p.5.s.1.w.8 p.5.s.1.w.9",0,"",2,22270,"WR-P-E-C","e-magazines","WR-P-E-C-0000015346-p.5.s.1","luis in de pels",4,5
"22771",81,"WR-P-P-G-0000438755","Kopman MeMo neemt onbetaald verlof voor politiek"," het verleden als oppositielid de","luis in de pels"," . En hij was een","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.2.s.4.w.9 p.2.s.4.w.10 p.2.s.4.w.11 p.2.s.4.w.12",0,"",2,22417,"WR-P-P-G","newspapers","WR-P-P-G-0000438755-p.2.s.4","luis in de pels",4,4
"22675",81,"WR-P-P-H-0000106890","De kruidenier heeft gelijk"," aan het Parijse Insead en","luis in de pels"," van centrale bankiers en andere","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.3.s.2.w.12 p.3.s.2.w.13 p.3.s.2.w.14 p.3.s.2.w.15",0,"",2,22321,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000106890-p.3.s.2","luis in de pels",4,4
"22622",81,"WR-P-E-I-0000000702","Verslag open-GRIP-dag 14 mei 2011"," als het moet , een","luis in de pels"," is van samenleving en beleid","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.23.s.1.w.13 p.23.s.1.w.14 p.23.s.1.w.15 p.23.s.1.w.16",0,"",2,22268,"WR-P-E-I","web sites","WR-P-E-I-0000000702-p.23.s.1","luis in de pels",4,4
"22662",81,"WR-P-P-G-0000254020","Diamanthandelaars vrezen invloed DiCaprio"," vooral rappers de diamantindustrie een","luis in de pels"," te zijn . Onder anderen","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.10.s.3.w.8 p.10.s.3.w.9 p.10.s.3.w.10 p.10.s.3.w.11",0,"",2,22308,"WR-P-P-G","newspapers","WR-P-P-G-0000254020-p.10.s.3","luis in de pels",4,4
"22657",81,"WR-P-P-B-0000000048","Bloemsdag"," krant van morgen . DE","LUIS IN DE PELS"," Rechts de typhokjes , links","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,mv,basis)","N VZ LID N","p.455.s.1.w.2 p.455.s.1.w.3 p.455.s.1.w.4 p.455.s.1.w.5",0,"",2,22303,"WR-P-P-B","books","WR-P-P-B-0000000048-p.455.s.1","luis in de pels",4,4
"22648",81,"WR-P-P-G-0000211645","No title available."," haar appartement in Moskou .","Luis in de pels"," van Kremlin , die op","luis in de pels","SPEC(deeleigen) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","SPEC VZ LID N","p.46.s.2.w.1 p.46.s.2.w.2 p.46.s.2.w.3 p.46.s.2.w.4",0,"",1,22294,"WR-P-P-G","newspapers","WR-P-P-G-0000211645-p.46.s.2","luis in de pels",4,4
"22671",81,"WR-P-P-H-0000174241","Gevaarlijke rechters"," standpunten verdedigt . Een erudiete","luis in de pels"," ( "" daar krijg ik","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.6.s.2.w.3 p.6.s.2.w.4 p.6.s.2.w.5 p.6.s.2.w.6",0,"",2,22317,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000174241-p.6.s.2","luis in de pels",4,4
"22739",81,"WR-P-P-G-0000056448","De Hazes-doctrine"," te vegen , noch als","luis in de pels"," van de verdwaasde supermacht Amerika","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.1.s.2.w.47 p.1.s.2.w.48 p.1.s.2.w.49 p.1.s.2.w.50",0,"",2,22385,"WR-P-P-G","newspapers","WR-P-P-G-0000056448-p.1.s.2","luis in de pels",4,4
"22638",81,"WR-P-E-A-0000643399","Vlaams Belang: Cassatie bevestigt veroordeling Bart Debie na politiek proces"," wie veiligheidsspecialist Debie steeds een","luis in de pels"," is geweest , zeer vlug","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.3.s.2.w.16 p.3.s.2.w.17 p.3.s.2.w.18 p.3.s.2.w.19",0,"",2,22284,"WR-P-E-A","discussion lists","WR-P-E-A-0000643399-p.3.s.2","luis in de pels",4,4
"22734",81,"WR-P-P-G-0000098019","Eu-redactie komt Brussel slecht uit"," vensterbank , "" Immers de","luis in de pels"," wordt gelijkgesteld aan de hond","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.8.s.2.w.22 p.8.s.2.w.23 p.8.s.2.w.24 p.8.s.2.w.25",0,"",2,22380,"WR-P-P-G","newspapers","WR-P-P-G-0000098019-p.8.s.2","luis in de pels",4,4
"22791",81,"WR-P-P-G-0000706443","""Mijn volgende auto wordt geen VW''"," ben je meer dan een","luis in de pels"," van VW ! En hou","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.10.s.2.w.7 p.10.s.2.w.8 p.10.s.2.w.9 p.10.s.2.w.10",0,"",2,22437,"WR-P-P-G","newspapers","WR-P-P-G-0000706443-p.10.s.2","luis in de pels",4,4
"22776",81,"WR-P-P-G-0000175481","De VLD-voorzitter in een wurggreep"," weinig benijdenswaardige positie . Terwijl","luis in de pels"," Jean-Marie Dedecker zijn moment de","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.1.s.2.w.2 p.1.s.2.w.3 p.1.s.2.w.4 p.1.s.2.w.5",0,"",2,22422,"WR-P-P-G","newspapers","WR-P-P-G-0000175481-p.1.s.2","luis in de pels",4,4
"22680",81,"WR-P-P-H-0000067150","WERF & VLASNATIE"," "" We zijn een serieuze","luis in de pels"," van onze grootste concurrent .","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.6.s.3.w.6 p.6.s.3.w.7 p.6.s.3.w.8 p.6.s.3.w.9",0,"",2,22326,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000067150-p.6.s.3","luis in de pels",4,4
"22765",81,"WR-P-P-G-0000554485","""We vrezen het ergste voor Standard''"," de topploegen weer zoveel vervelende","luizen in de pels"," , genre Westerlo en Zulte","luis in de pels","N(soort,mv,basis) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.41.s.1.w.9 p.41.s.1.w.10 p.41.s.1.w.11 p.41.s.1.w.12",0,"",2,22411,"WR-P-P-G","newspapers","WR-P-P-G-0000554485-p.41.s.1","luis in de pels",4,4
"22798",81,"WR-P-P-G-0000349674","Korte berichten"," , maar het is de","luis in de pels"," van machthebbers . Ze schoppen","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.26.s.9.w.11 p.26.s.9.w.12 p.26.s.9.w.13 p.26.s.9.w.14",0,"",2,22444,"WR-P-P-G","newspapers","WR-P-P-G-0000349674-p.26.s.9","luis in de pels",4,4
"22644",81,"WR-P-E-L-0000000521","Unspecified"," een debat ? @astridvdven Dat","luizen in de pels"," nodig zijn , weet ik","luis in de pels","N(soort,mv,basis) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","text.1.event.3963.s.1.w.3 text.1.event.3963.s.1.w.4 text.1.event.3963.s.1.w.5 text.1.event.3963.s.1.w.6",0,"",2,22290,"WR-P-E-L","tweets","WR-P-E-L-0000000521-text.1.event.3963.s.1","luis in de pels",4,4
"22650",81,"WR-P-P-G-0000134271","'Hier geven de mensen nog echt om elkaar'"," in juli in de serie","Luis in de Pels"," . Iñaki Oñorbe Genovesi ","luis in de pels","SPEC(deeleigen) VZ(init) LID(bep,stan,rest) SPEC(deeleigen)","SPEC VZ LID SPEC","p.17.s.2.w.12 p.17.s.2.w.13 p.17.s.2.w.14 p.17.s.2.w.15",0,"",0,22296,"WR-P-P-G","newspapers","WR-P-P-G-0000134271-p.17.s.2","luis in de pels",4,4
"22754",81,"WR-P-P-G-0000147246","Bizar avontuur op De Berg"," romanticus pur sang maar ook","luis in de pels"," van bondscoach Dick Advocaat ,","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.1.s.1.w.28 p.1.s.1.w.29 p.1.s.1.w.30 p.1.s.1.w.31",0,"",2,22400,"WR-P-P-G","newspapers","WR-P-P-G-0000147246-p.1.s.1","luis in de pels",4,4
"22693",81,"WR-P-P-H-0000015456","DE GERUCHTEN"," zich de leeuw om de","luizen in zijn pels"," ? Laat de honden maar","luis in zijn pels","N(soort,mv,basis) VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)","N VZ VNW N","p.6.s.1.w.21 p.6.s.1.w.22 p.6.s.1.w.23 p.6.s.1.w.24",0,"",2,22339,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000015456-p.6.s.1","luis in de pels",4,4
"22816",81,"WR-P-P-G-0000656899","Enkel winnen volstaat tegen voetbaldwerg"," . Finland is een vervelende","luis in de pels"," . Maar vooral Portugal ,","luis in de pels","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.6.s.3.w.5 p.6.s.3.w.6 p.6.s.3.w.7 p.6.s.3.w.8",0,"",2,22462,"WR-P-P-G","newspapers","WR-P-P-G-0000656899-p.6.s.3","luis in de pels",4,4
