Column1;doc_id;doc_name;left_context;idiom_found;right_context;idiom_lemma;pos;pos_head;xml_id;with_verb;idiom_id;verb;amountofnouns;id;doc_type;doc_type_name;sentenceid;Idiomatic;
19750;WR-P-P-H-0000132989;NACHTWERK -- Vechten tegen de vaak; Drink thuis geen alcohol alvorens;onder de wol; te kruipen , slaap in;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.10.s.5.w.6 p.10.s.5.w.7 p.10.s.5.w.8;0;64;;1;19750;WR-P-P-H;periodicals magazines;WR-P-P-H-0000132989-p.10.s.5;1;
19825;WR-P-P-G-0000516689;Artikel zonder titel; Ik kruip vermoeid maar voldaan;onder de wol; 7 uur : De wekker;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.13.s.1.w.9 p.13.s.1.w.10 p.13.s.1.w.11;0;64;;1;19825;WR-P-P-G;newspapers;WR-P-P-G-0000516689-p.13.s.1;1;
19687;WR-P-E-L-0000000374;Unspecified; , dan maar weer eens;onder de wol; duiken . #lazee Iets wat;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;text.1.event.1253.s.2.w.10 text.1.event.1253.s.2.w.11 text.1.event.1253.s.2.w.12;0;64;;1;19687;WR-P-E-L;tweets;WR-P-E-L-0000000374-text.1.event.1253.s.2;1;
19878;WR-P-P-G-0000540715;Artikel zonder titel; middernacht : We zitten hopelijk;onder de wol; , want morgenochtend om 7;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.16.s.1.w.8 p.16.s.1.w.9 p.16.s.1.w.10;0;64;;1;19878;WR-P-P-G;newspapers;WR-P-P-G-0000540715-p.16.s.1;1;
19746;WR-P-P-H-0000008357;The Grenadines; de brug vooraan en dan;onder de wol; . Een hondenweer de volgende;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.25.s.1.w.7 p.25.s.1.w.8 p.25.s.1.w.9;0;64;;1;19746;WR-P-P-H;periodicals magazines;WR-P-P-H-0000008357-p.25.s.1;1;
19790;WR-P-P-G-0000359812;Artikel zonder titel; televisie . We kruipen vroeg;onder de wol; , want zondag is het;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.5.s.2.w.4 p.5.s.2.w.5 p.5.s.2.w.6;0;64;;1;19790;WR-P-P-G;newspapers;WR-P-P-G-0000359812-p.5.s.2;1;
19752;WR-P-P-H-0000150047;# 5; aan eens een avondje vroeg;onder de wol; te kruipen . Zo laat;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.7.s.3.w.14 p.7.s.3.w.15 p.7.s.3.w.16;0;64;;1;19752;WR-P-P-H;periodicals magazines;WR-P-P-H-0000150047-p.7.s.3;1;
19655;WR-P-E-L-0000000034;Unspecified; Thriller lenen en ik kruip;onder de wol; . @evalstar nee ik weet;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;text.1.event.789.s.3.w.6 text.1.event.789.s.3.w.7 text.1.event.789.s.3.w.8;0;64;;1;19655;WR-P-E-L;tweets;WR-P-E-L-0000000034-text.1.event.789.s.3;1;
19919;WR-U-E-A-0000104069;Unspecified; ok hoor en daar iedereen;onder de wol; ? moh ! wa is;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;text.1.event.14265.s.1.w.2 text.1.event.14265.s.1.w.3 text.1.event.14265.s.1.w.4;0;64;;1;19919;WR-U-E-A;chats;WR-U-E-A-0000104069-text.1.event.14265.s.1;1;
19911;WR-U-E-A-0000104068;Unspecified; Mohammed den dezen gata nekeer;onder de wol; Facteur ... morgen draaien he;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;text.1.event.15493.s.1.w.5 text.1.event.15493.s.1.w.6 text.1.event.15493.s.1.w.7;0;64;;1;19911;WR-U-E-A;chats;WR-U-E-A-0000104068-text.1.event.15493.s.1;1;
19867;WR-P-P-G-0000298739;Artikel zonder titel; thuis stoppen we onze jongste;onder de wol; . Nadien is er dan;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.13.s.1.w.10 p.13.s.1.w.11 p.13.s.1.w.12;0;64;;1;19867;WR-P-P-G;newspapers;WR-P-P-G-0000298739-p.13.s.1;1;
19852;WR-P-P-G-0000052151;De kater na het heerlijk avondje; gisteren , met een kater;onder de wol; kropen . Omdat sint een;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.1.s.1.w.24 p.1.s.1.w.25 p.1.s.1.w.26;0;64;;1;19852;WR-P-P-G;newspapers;WR-P-P-G-0000052151-p.1.s.1;1;
19617;WR-P-P-B-0000000172;De terroristenjaagster; zenuwen . Toen we eindelijk;onder de wol; kropen , vielen de kinderen;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.587.s.7.w.4 p.587.s.7.w.5 p.587.s.7.w.6;0;64;;1;19617;WR-P-P-B;books;WR-P-P-B-0000000172-p.587.s.7;1;
19587;WR-P-E-G-0000006123;Subtitles for Vlaanderen Vakantieland zomer 07; kruip ik in Villa Select;onder de wol; . Manuela schikt zich in;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.110.s.1.w.10 p.110.s.1.w.11 p.110.s.1.w.12;0;64;;1;19587;WR-P-E-G;subtitles;WR-P-E-G-0000006123-p.110.s.1;1;
19741;WR-P-P-H-0000127436;Eten uit de natuur; dat hij pas om halfvier;onder de wol; lag . Een van de;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.3.s.6.w.17 p.3.s.6.w.18 p.3.s.6.w.19;0;64;;1;19741;WR-P-P-H;periodicals magazines;WR-P-P-H-0000127436-p.3.s.6;1;
19920;WR-U-E-A-0000104059;Unspecified; uurke NorthStaR en ik kruip;onder de wol; tv lijd mij af Valleke;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;text.1.event.12859.s.1.w.10 text.1.event.12859.s.1.w.11 text.1.event.12859.s.1.w.12;0;64;;1;19920;WR-U-E-A;chats;WR-U-E-A-0000104059-text.1.event.12859.s.1;1;
19768;WR-P-P-H-0000042789;ALISON EASTWOOD Met zo'n naam mag je geen slechte dag hebben; ga naar huis en kruip;onder de wol; met een boek . Ik;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.39.s.3.w.17 p.39.s.3.w.18 p.39.s.3.w.19;0;64;;1;19768;WR-P-P-H;periodicals magazines;WR-P-P-H-0000042789-p.39.s.3;1;
19855;WR-P-P-G-0000465623;«De beestjes sloegen toe»; ritueel . Net voor ze;onder de wol; kropen , hing de uittredende;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.3.s.3.w.4 p.3.s.3.w.5 p.3.s.3.w.6;0;64;;1;19855;WR-P-P-G;newspapers;WR-P-P-G-0000465623-p.3.s.3;1;
19749;WR-P-P-H-0000074140;De wereld van Mathilde; lang nadat hij zelf al;onder de wol; was gegaan , drie damesslipjes;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.11.s.4.w.38 p.11.s.4.w.39 p.11.s.4.w.40;0;64;;1;19749;WR-P-P-H;periodicals magazines;WR-P-P-H-0000074140-p.11.s.4;1;
19683;WR-P-E-A-0006176170;Inderdaad rustig; . Ik ga lekker vroeg;onder de wol; , daar knap ik misschien;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.9.s.1.w.5 p.9.s.1.w.6 p.9.s.1.w.7;0;64;;1;19683;WR-P-E-A;discussion lists;WR-P-E-A-0006176170-p.9.s.1;1;
19849;WR-P-P-G-0000424713;Artikel zonder titel; Ik kom thuis en kruip;onder de wol; . Het is mooi geweest;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.8.s.1.w.10 p.8.s.1.w.11 p.8.s.1.w.12;0;64;;1;19849;WR-P-P-G;newspapers;WR-P-P-G-0000424713-p.8.s.1;1;
19777;WR-P-P-G-0000188475;Het; minuten later ligt hij eindelijk;onder de wol; . Maar dan begint het;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.14.s.7.w.7 p.14.s.7.w.8 p.14.s.7.w.9;0;64;;1;19777;WR-P-P-G;newspapers;WR-P-P-G-0000188475-p.14.s.7;1;
19807;WR-P-P-G-0000710201;No title available.; griep ) moet enkele dagen;onder de wol; blijven . Voor de partij;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.4.s.1.w.10 p.4.s.1.w.11 p.4.s.1.w.12;0;64;;1;19807;WR-P-P-G;newspapers;WR-P-P-G-0000710201-p.4.s.1;1;
19824;WR-P-P-G-0000309953;Kate Ryan zet alles op alles; afbijten . De kindjes staken;onder de wol; , de wasmachine was uitgepakt;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.9.s.2.w.4 p.9.s.2.w.5 p.9.s.2.w.6;0;64;;1;19824;WR-P-P-G;newspapers;WR-P-P-G-0000309953-p.9.s.2;1;
19829;WR-P-P-G-0000202565;No title available.; ter tafel kwamen en ikzelf;onder de wol; gleed in de geruststellende zekerheid;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.8.s.7.w.35 p.8.s.7.w.36 p.8.s.7.w.37;0;64;;1;19829;WR-P-P-G;newspapers;WR-P-P-G-0000202565-p.8.s.7;1;
19836;WR-P-P-G-0000697777;No title available.; moest na de vrijdagavond zelf;onder de wol; met een griepaanval . Assistent-trainer;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.1.s.1.w.10 p.1.s.1.w.11 p.1.s.1.w.12;0;64;;1;19836;WR-P-P-G;newspapers;WR-P-P-G-0000697777-p.1.s.1;1;
19819;WR-P-P-G-0000598044;dubbel zo geliefd als haar man; en om halftien 's avonds;onder de wol; dook . Ook het ontslag;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.4.s.4.w.37 p.4.s.4.w.38 p.4.s.4.w.39;0;64;;1;19819;WR-P-P-G;newspapers;WR-P-P-G-0000598044-p.4.s.4;1;
19705;WR-P-E-L-0000000274;Unspecified; de bank en zometeen zonder;onder de wol; . @robinalysha die ziet er;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;text.1.event.1470.s.1.w.9 text.1.event.1470.s.1.w.10 text.1.event.1470.s.1.w.11;0;64;;1;19705;WR-P-E-L;tweets;WR-P-E-L-0000000274-text.1.event.1470.s.1;1;
19630;WR-P-P-B-0000000238;Stiltetijd; ' Haar ogen glinsteren tevreden;onder de wollen; muts . ' Way to;onder de wol;VZ(init) LID(bep,stan,rest) ADJ(prenom,basis,zonder);VZ LID ADJ;p.2228.s.2.w.5 p.2228.s.2.w.6 p.2228.s.2.w.7;0;64;;0;19630;WR-P-P-B;books;WR-P-P-B-0000000238-p.2228.s.2;1;
19926;WR-U-E-A-0000104145;Unspecified; even een uurke of twee;onder de wol; slaapwel volvo ( k );onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;text.1.event.1293.s.1.w.9 text.1.event.1293.s.1.w.10 text.1.event.1293.s.1.w.11;0;64;;1;19926;WR-U-E-A;chats;WR-U-E-A-0000104145-text.1.event.1293.s.1;1;
19640;WR-P-E-L-0000000067;Unspecified; #adonislichaam @Cooltinus sterkte dan lekker;onder de wol; en morgen beter .... #brak;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;text.1.event.2366.s.1.w.5 text.1.event.2366.s.1.w.6 text.1.event.2366.s.1.w.7;0;64;;1;19640;WR-P-E-L;tweets;WR-P-E-L-0000000067-text.1.event.2366.s.1;1;
19799;WR-P-P-G-0000033833;Stemmen gaven Ben M. opdracht voor fatale klap; na het avondeten kruipt hij;onder de wol; . Als zijn vrouw een;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.4.s.5.w.7 p.4.s.5.w.8 p.4.s.5.w.9;0;64;;1;19799;WR-P-P-G;newspapers;WR-P-P-G-0000033833-p.4.s.5;1;
19848;WR-P-P-G-0000359497;Artikel zonder titel; Enkele uurtjes later kruip ik;onder de wol; 9 uur : Vandaag sta;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.9.s.2.w.6 p.9.s.2.w.7 p.9.s.2.w.8;0;64;;1;19848;WR-P-P-G;newspapers;WR-P-P-G-0000359497-p.9.s.2;1;
19847;WR-P-P-G-0000614690;Zetterberg geniet nóg na van zijn afscheidsfeest; kroop ik om 4.30 uur;onder de wol; . Zaterdag heb ik thuis;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.1.s.5.w.7 p.1.s.5.w.8 p.1.s.5.w.9;0;64;;1;19847;WR-P-P-G;newspapers;WR-P-P-G-0000614690-p.1.s.5;1;
19809;WR-P-P-G-0000440823;Maagklachten voor Roelandts; trouwens meteen huiswaarts om meteen;onder de wol; te kruipen . Vandaag moet;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.1.s.2.w.11 p.1.s.2.w.12 p.1.s.2.w.13;0;64;;1;19809;WR-P-P-G;newspapers;WR-P-P-G-0000440823-p.1.s.2;1;
19875;WR-P-P-G-0000704038;Bakker Bart laat zijn slaap; kruipt hij om 19 uur;onder de wol; om zich 's anderendaags om;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.2.s.2.w.8 p.2.s.2.w.9 p.2.s.2.w.10;0;64;;1;19875;WR-P-P-G;newspapers;WR-P-P-G-0000704038-p.2.s.2;1;
19925;WR-U-E-A-0000104029;Unspecified; in ieder geval ik kruip;onder de wol; morgen werken ... tis een;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;text.1.event.13559.s.1.w.6 text.1.event.13559.s.1.w.7 text.1.event.13559.s.1.w.8;0;64;;1;19925;WR-U-E-A;chats;WR-U-E-A-0000104029-text.1.event.13559.s.1;1;
19859;WR-P-P-G-0000332320;Artikel zonder titel; ' . Zalig , samen;onder de wol; vertellen . Zus volgt en;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;p.16.s.2.w.4 p.16.s.2.w.5 p.16.s.2.w.6;0;64;;1;19859;WR-P-P-G;newspapers;WR-P-P-G-0000332320-p.16.s.2;1;
19908;WR-U-E-A-0000104037;Unspecified; ik lomp maar ik kruip;onder de wol; Dames uit de buurt van;onder de wol;VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);VZ LID N;text.1.event.12051.s.1.w.4 text.1.event.12051.s.1.w.5 text.1.event.12051.s.1.w.6;0;64;;1;19908;WR-U-E-A;chats;WR-U-E-A-0000104037-text.1.event.12051.s.1;1;
20013;WR-P-P-H-0000175705;Verborgen verleiders; . Al snel kwam de;aap uit de mouw; : alleen de Lieve Heer;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.3.s.5.w.5 p.3.s.5.w.6 p.3.s.5.w.7 p.3.s.5.w.8;0;65;;2;20013;WR-P-P-H;periodicals magazines;WR-P-P-H-0000175705-p.3.s.5;1;
19929;WR-P-E-G-0000010435;Wrongfully accused; ? Er komen nog meer;apen uit de mouw; . Een hele kudde nachtmerries;aap uit de mouw;N(soort,mv,basis) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.502.s.2.w.5 p.502.s.2.w.6 p.502.s.2.w.7 p.502.s.2.w.8;0;65;;2;19929;WR-P-E-G;subtitles;WR-P-E-G-0000010435-p.502.s.2;1;
19971;WR-P-E-A-0000500605;Hamas biedt wapenstilstand aan; En nu komt Maddox zijn;aap uit de mouw; : Hij is een islamofoob;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.12.s.1.w.6 p.12.s.1.w.7 p.12.s.1.w.8 p.12.s.1.w.9;0;65;;2;19971;WR-P-E-A;discussion lists;WR-P-E-A-0000500605-p.12.s.1;1;
19993;WR-P-P-G-0000013902;Huilend door de Kuip; winterkamp op Malta kwam de;aap uit de mouw; . Berger riep me bij;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.4.s.3.w.11 p.4.s.3.w.12 p.4.s.3.w.13 p.4.s.3.w.14;0;65;;2;19993;WR-P-P-G;newspapers;WR-P-P-G-0000013902-p.4.s.3;1;
20072;WR-P-P-G-0000182825;Taal en verhaal trappelen ter plaatse; pas op het einde de;aap uit de mouw; . Maar waar auteur en;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.4.s.3.w.31 p.4.s.3.w.32 p.4.s.3.w.33 p.4.s.3.w.34;0;65;;2;20072;WR-P-P-G;newspapers;WR-P-P-G-0000182825-p.4.s.3;1;
20053;WR-P-P-G-0000199975;'Waar eindigt voorlichting en begint promotie?'; was geweest , kwam de;aap uit de mouw; : of ik wilde meewerken;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.4.s.4.w.14 p.4.s.4.w.15 p.4.s.4.w.16 p.4.s.4.w.17;0;65;;2;20053;WR-P-P-G;newspapers;WR-P-P-G-0000199975-p.4.s.4;1;
19961;WR-P-E-A-0000558623;VS gaat spionagesatellieten op eigen burgers richten; Na 5 jaar kwam de;aap uit de mouw; . Een arbeider uit een;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.9.s.1.w.6 p.9.s.1.w.7 p.9.s.1.w.8 p.9.s.1.w.9;0;65;;2;19961;WR-P-E-A;discussion lists;WR-P-E-A-0000558623-p.9.s.1;1;
20060;WR-P-P-G-0000203833;Zit het verschil tussen goed en kwaad in onze hersenen?;" . "" Daar komt de";aap uit de mouw; , want er is een;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.10.s.1.w.4 p.10.s.1.w.5 p.10.s.1.w.6 p.10.s.1.w.7;0;65;;2;20060;WR-P-P-G;newspapers;WR-P-P-G-0000203833-p.10.s.1;1;
19972;WR-P-E-A-0005166536;"Ik kan het niet laten;-)"; kan . Dan komt den;aap uit den mouw; : hij vindt het ook;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,dial) N(soort,ev,basis,zijd,stan);N VZ LID N;p.6.s.3.w.4 p.6.s.3.w.5 p.6.s.3.w.6 p.6.s.3.w.7;0;65;;2;19972;WR-P-E-A;discussion lists;WR-P-E-A-0005166536-p.6.s.3;1;
19978;WR-P-E-L-0000000522;Unspecified; al maanden poging record ';apen uit de mouw; ' te boeken Wat mij;aap uit de mouw;N(soort,mv,basis) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;text.1.event.3505.s.1.w.22 text.1.event.3505.s.1.w.23 text.1.event.3505.s.1.w.24 text.1.event.3505.s.1.w.25;0;65;;2;19978;WR-P-E-L;tweets;WR-P-E-L-0000000522-text.1.event.3505.s.1;0;
20084;WR-U-E-A-0000104015;Unspecified;" he ;) daar komt de";aap uit de mouw; ! :p mmm wa is;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;text.1.event.6524.s.1.w.4 text.1.event.6524.s.1.w.5 text.1.event.6524.s.1.w.6 text.1.event.6524.s.1.w.7;0;65;;2;20084;WR-U-E-A;chats;WR-U-E-A-0000104015-text.1.event.6524.s.1;1;
19933;WR-P-E-A-0000868614;Arabisch in het algemeen secundair onderwijs; 100 reacties verder komt de;aap uit de mouw; . Leer dan arabisch op;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.2.s.1.w.9 p.2.s.1.w.10 p.2.s.1.w.11 p.2.s.1.w.12;0;65;;2;19933;WR-P-E-A;discussion lists;WR-P-E-A-0000868614-p.2.s.1;1;
20008;WR-P-P-H-0000094035;Brandveilig; . En hier komt de;aap uit de mouw; : voor een dergelijke objectief;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.8.s.4.w.5 p.8.s.4.w.6 p.8.s.4.w.7 p.8.s.4.w.8;0;65;;2;20008;WR-P-P-H;periodicals magazines;WR-P-P-H-0000094035-p.8.s.4;1;
20044;WR-P-P-G-0000063620;Heb me lief, jij vijand; het tweede octaaf , de;aap uit de mouw; : ` Och , dat;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.10.s.1.w.12 p.10.s.1.w.13 p.10.s.1.w.14 p.10.s.1.w.15;0;65;;2;20044;WR-P-P-G;newspapers;WR-P-P-G-0000063620-p.10.s.1;1;
19944;WR-P-E-A-0000754759;Anke Van dermeersch bekritiseert Verhofstadt!; Verhofstadt ! Daar komt de;aap uit de mouw; . De enige echte dan;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.1.s.1.w.4 p.1.s.1.w.5 p.1.s.1.w.6 p.1.s.1.w.7;0;65;;2;19944;WR-P-E-A;discussion lists;WR-P-E-A-0000754759-p.1.s.1;1;
20031;WR-P-P-G-0000196060;Hypocriet; van de brief komt de;aap uit de mouw; en komt hij aanzetten met;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.6.s.2.w.15 p.6.s.2.w.16 p.6.s.2.w.17 p.6.s.2.w.18;0;65;;2;20031;WR-P-P-G;newspapers;WR-P-P-G-0000196060-p.6.s.2;1;
19986;WR-P-E-J-0000032015;Lijst van uitdrukkingen en gezegden A-E; iets . Nu komt de;aap uit de mouw; . : Nu blijkt wat;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.1.s.3.w.4 p.1.s.3.w.5 p.1.s.3.w.6 p.1.s.3.w.7;0;65;;2;19986;WR-P-E-J;wikipedia;WR-P-E-J-0000032015-p.1.s.3;1;
19947;WR-P-E-A-0000908672;De Miljardenregen; wel een andere truuc en;aap uit de mouw; komen . Tenandere , het;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.5.s.2.w.8 p.5.s.2.w.9 p.5.s.2.w.10 p.5.s.2.w.11;0;65;;2;19947;WR-P-E-A;discussion lists;WR-P-E-A-0000908672-p.5.s.2;1;
20001;WR-P-P-H-0000150912;Filmen met Hazes; Eenmaal op bed komt de;aap uit de mouw; . Willy ligt nog niet;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.23.s.6.w.6 p.23.s.6.w.7 p.23.s.6.w.8 p.23.s.6.w.9;0;65;;2;20001;WR-P-P-H;periodicals magazines;WR-P-P-H-0000150912-p.23.s.6;1;
20067;WR-P-P-G-0000124411;Zoë had óók schrijfster willen worden; aan het slot komt de;aap uit de mouw; : het is Jimmy niet;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.4.s.7.w.7 p.4.s.7.w.8 p.4.s.7.w.9 p.4.s.7.w.10;0;65;;2;20067;WR-P-P-G;newspapers;WR-P-P-G-0000124411-p.4.s.7;1;
20030;WR-P-P-G-0000134156;In Nigeria draait alles om geld, zelfs God; komt ook bij hem de;aap uit de mouw; . Zijn werk wordt al;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.8.s.1.w.13 p.8.s.1.w.14 p.8.s.1.w.15 p.8.s.1.w.16;0;65;;2;20030;WR-P-P-G;newspapers;WR-P-P-G-0000134156-p.8.s.1;1;
19945;WR-P-E-A-0000520700;Partijdiscussies; rofl : daar komt de;aap uit de mouw; : P ;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.1.s.1.w.7 p.1.s.1.w.8 p.1.s.1.w.9 p.1.s.1.w.10;0;65;;2;19945;WR-P-E-A;discussion lists;WR-P-E-A-0000520700-p.1.s.1;1;
20051;WR-P-P-G-0000403988;Eigenaar vindt 'gestolen' wagen; was . Zaterdag kwam de;aap uit de mouw; : de wagen stond netjes;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.2.s.3.w.4 p.2.s.3.w.5 p.2.s.3.w.6 p.2.s.3.w.7;0;65;;2;20051;WR-P-P-G;newspapers;WR-P-P-G-0000403988-p.2.s.3;1;
19983;WR-P-E-A-0006060993;(ver-)schrikkelijk kind aan het woord; jaja , daar komt de;aap uit de mouw; ) ben zelf op 29;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.1.s.4.w.8 p.1.s.4.w.9 p.1.s.4.w.10 p.1.s.4.w.11;0;65;;2;19983;WR-P-E-A;discussion lists;WR-P-E-A-0006060993-p.1.s.4;1;
20082;WR-P-P-G-0000106138;Trendy narcisme van De Keersmaeker; pas laat de choreografe haar;aap uit de mouw; komen . Zij blijkt zich;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.6.s.8.w.7 p.6.s.8.w.8 p.6.s.8.w.9 p.6.s.8.w.10;0;65;;2;20082;WR-P-P-G;newspapers;WR-P-P-G-0000106138-p.6.s.8;1;
20039;WR-P-P-G-0000198937;Verdwijning olifant Mambo blijkt reclamestunt Renault; Later deze week komt de;aap uit de mouw; . ( JV ) ;aap uit de mouw;N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);N VZ LID N;p.4.s.4.w.6 p.4.s.4.w.7 p.4.s.4.w.8 p.4.s.4.w.9;0;65;;2;20039;WR-P-P-G;newspapers;WR-P-P-G-0000198937-p.4.s.4;1;
